hostingorganizationkey,total_records,records_with_recordedbyid,pct_with_recordedbyid,records_with_valid_recordedbyid,pct_valid_recordedbyid,records_with_invalid_recordedbyid,pct_invalid_recordedbyid,records_with_orcid,pct_with_orcid,records_with_google_scholar,pct_with_google_scholar,records_with_researcherid,pct_with_researcherid,records_with_wikidata,pct_with_wikidata,records_with_linkedin,pct_with_linkedin,publisherName,publisherUrl
c54097e6-0972-4acb-b849-eaeba29c917d,474579,3152,0.66416760960767,2149,0.45282239627122,1003,0.21134521333645,2149,0.45282239627122,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,Ministerio de Ambiente y Energía de Ecuador - MAE,https://www.gbif.org/publisher/c54097e6-0972-4acb-b849-eaeba29c917d
ff7bd5db-b724-4932-b496-10ea298851f9,4193656,22657,0.54026844357286,20439,0.48737903156577,2218,0.05288941200709,20434,0.48725980385611,0,0.00000000000000,0,0.00000000000000,5,0.00011922770966,0,0.00000000000000,Université de Montréal Biodiversity Centre,https://www.gbif.org/publisher/ff7bd5db-b724-4932-b496-10ea298851f9
fbca90e3-8aed-48b1-84e3-369afbd000ce,120445514,626621,0.52025266794079,44145,0.03665142730015,582476,0.48360124064064,44145,0.03665142730015,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,GBIF Secretariat,https://www.gbif.org/publisher/fbca90e3-8aed-48b1-84e3-369afbd000ce
06a11821-bcc9-4417-bd6a-0a9b796139f0,18343,70,0.38161696559996,70,0.38161696559996,0,0.00000000000000,70,0.38161696559996,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,"Dirección Nacional de Biodiversidad y Servicios Ecosistémicos, Ministerio de Ambiente / National Direction of Biodiversity and Ecosystem Services, Ministry of Environment",https://www.gbif.org/publisher/06a11821-bcc9-4417-bd6a-0a9b796139f0
1e9400fa-ce73-4737-9eaa-f25df148945c,424241,1255,0.29582242168956,1255,0.29582242168956,0,0.00000000000000,1255,0.29582242168956,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,Caribbean OBIS Node,https://www.gbif.org/publisher/1e9400fa-ce73-4737-9eaa-f25df148945c
c3ad790a-d426-4ac1-8e32-da61f81f0117,78561506,224178,0.28535349105960,92222,0.11738827919108,131956,0.16796521186852,92222,0.11738827919108,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,United States Geological Survey,https://www.gbif.org/publisher/c3ad790a-d426-4ac1-8e32-da61f81f0117
bf0d80b3-46da-4e60-b1cf-39f2320acb43,4545460,11389,0.25055769933076,587,0.01291398450322,10802,0.23764371482754,587,0.01291398450322,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,Ministerio del Medio Ambiente de Chile,https://www.gbif.org/publisher/bf0d80b3-46da-4e60-b1cf-39f2320acb43
ff90b050-c256-11db-b71b-b8a03c50a862,7649884,16944,0.22149355467351,0,0.00000000000000,16944,0.22149355467351,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,Comisión nacional para el conocimiento y uso de la biodiversidad,https://www.gbif.org/publisher/ff90b050-c256-11db-b71b-b8a03c50a862
ff265032-b806-411a-b4b8-15a27b767dce,651030,1197,0.18386249481591,1197,0.18386249481591,0,0.00000000000000,1197,0.18386249481591,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,Norwegian Institute of Marine Research,https://www.gbif.org/publisher/ff265032-b806-411a-b4b8-15a27b767dce
2053a639-84c3-4be5-b8bc-96b6d88a976c,15137121,23455,0.15495020486392,22018,0.14545698617326,1437,0.00949321869066,22018,0.14545698617326,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,0,0.00000000000000,VertNet,https://www.gbif.org/publisher/2053a639-84c3-4be5-b8bc-96b6d88a976c
